Nome,Endereço,Latitude,Longitude,Avaliação,Total de Avaliações,Telefone,Website,Categorias,Place ID,Link Google Maps,Horário de Funcionamento
Infoshop Tecnologia,"Av. Levino de Souza, 305 - Brasil, Uberlândia - MG, 38400-742, Brasil",-18.8929153,-48.269859,4.6,11.0,(34) 3221-9500,https://www.infoshoptecnologia.com.br/,"electronics_store, point_of_interest, store, establishment",ChIJr_FgXc9FpJQR9nzsF6bf5Uk,https://maps.google.com/?cid=5324908038894419190,segunda-feira: 08:00 – 17:45 | terça-feira: 08:00 – 17:45 | quarta-feira: 08:00 – 17:45 | quinta-feira: 08:00 – 17:45 | sexta-feira: 08:00 – 17:45 | sábado: Fechado | domingo: Fechado
Nitro Tecnologia,"R. Dom Almir Marquês Ferreira, 685 - Morada da Colina, Uberlândia - MG, 38411-170, Brasil",-18.9440935,-48.2803933,4.4,11.0,(34) 3215-6800,http://www.nitrotecnologia.com.br/,"point_of_interest, establishment",ChIJRV3HxQdFpJQRGBuPa_Xsbkk,https://maps.google.com/?cid=5291427151022594840,segunda-feira: 08:00 – 17:45 | terça-feira: 08:00 – 17:45 | quarta-feira: 08:00 – 17:45 | quinta-feira: 08:00 – 17:45 | sexta-feira: 08:00 – 17:45 | sábado: Fechado | domingo: Fechado
Format Tecnologia Manutenção em Computadores,"R. José Carrijo, 1457 - Santa Mônica, Uberlândia - MG, 38408-238, Brasil",-18.9265886,-48.2426149,5.0,20.0,(34) 99174-3634,,"point_of_interest, establishment",ChIJy1RahwdPpJQRJ2pFPQg9DqM,https://maps.google.com/?cid=11749395583453194791,segunda-feira: 09:00 – 22:00 | terça-feira: 09:00 – 22:00 | quarta-feira: 09:00 – 22:00 | quinta-feira: 09:00 – 22:00 | sexta-feira: 09:00 – 22:00 | sábado: 09:00 – 22:00 | domingo: 09:00 – 22:00
Kall Informática e Tecnologia,"R. Pôrto, 180 - Jardim Europa, Uberlândia - MG, 38414-579, Brasil",-18.9379668,-48.3423135,5.0,15.0,(34) 99695-9678,https://www.kallinformatica.com/,"electronics_store, store, point_of_interest, establishment",ChIJFTadnqBDpJQRTjVgYAUEG34,https://maps.google.com/?cid=9086861094288373070,segunda-feira: 08:30 – 18:00 | terça-feira: 08:30 – 18:00 | quarta-feira: 08:30 – 18:00 | quinta-feira: 08:30 – 18:00 | sexta-feira: 08:30 – 18:00 | sábado: 09:00 – 13:00 | domingo: Fechado
STHS Tecnologia LTDA-ME,"R. João Borges, 47 - Pres. Roosevelt, Uberlândia - MG, 38401-056, Brasil",-18.9001166,-48.2804095,4.0,4.0,(34) 3219-0202,,"point_of_interest, establishment",ChIJtal0PjVEpJQRLyiswZkvr2M,https://maps.google.com/?cid=7183012268105017391,
Cobra Tecnologia,"R. Viêira Gonçalves, 325 - Martins, Uberlândia - MG, 38400-356, Brasil",-18.9130003,-48.2814195,3.0,2.0,(34) 3236-7036,https://www.bbts.com.br/,"point_of_interest, establishment",ChIJCY2I81JEpJQRNdeXjV1m6-0,https://maps.google.com/?cid=17143908958509455157,
Renova Tecnologia,"Av. Cipriano Del Fávero, 447 - Centro, Uberlândia - MG, 38400-106, Brasil",-18.9174,-48.280246,4.0,1.0,(34) 2589-2143,,"point_of_interest, establishment",ChIJ3aqGwFREpJQR30id5RxfYck,https://maps.google.com/?cid=14510984052080462047,segunda-feira: 09:00 – 18:30 | terça-feira: 09:00 – 18:30 | quarta-feira: 09:00 – 18:30 | quinta-feira: 09:00 – 18:30 | sexta-feira: 09:00 – 18:30 | sábado: 09:00 – 18:30 | domingo: Fechado
"INFORTEC SOLUÇÕES E TECNOLOGIA REV. SOFTWARE (Varejo, Atacado)","R. Cel. Antônio Alves Pereira, 620 - Centro, Uberlândia - MG, 38400-104, Brasil",-18.9176761,-48.2737304,5.0,1.0,(34) 99274-4277,,"electronics_store, store, point_of_interest, establishment",ChIJZ6idsNhFpJQRA_ih5Ig3jHc,https://maps.google.com/?cid=8614321248343816195,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Softcom Tecnologia Uberlândia,"Av. Cesário Alvim, 2224 - Nossa Sra. Aparecida, Uberlândia - MG, 38400-694, Brasil",-18.9066057,-48.2651916,5.0,2.0,(34) 99201-0465,http://www.softcomtecnologia.com.br/,"point_of_interest, establishment",ChIJZ1Oe_JBFpJQRmNebINSmO3k,https://maps.google.com/?cid=8735759332225570712,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: 09:00 – 14:00 | domingo: Fechado
TECCNIA | Soluções em Tecnologia,"Av. Cesário Alvim, 818 - Centro, Uberlândia - MG, 38400-098, Brasil",-18.9167432,-48.27251020000001,5.0,7.0,(34) 3229-5309,https://www.teccnia.com/,"point_of_interest, establishment",ChIJEbcqK4lFpJQREVRT4Hrb7sI,https://maps.google.com/?cid=14046405608611206161,segunda-feira: 09:00 – 17:00 | terça-feira: 09:00 – 17:00 | quarta-feira: 09:00 – 17:00 | quinta-feira: 09:00 – 17:00 | sexta-feira: 09:00 – 17:00 | sábado: Fechado | domingo: Fechado
N&N TECNOLOGIA LTDA,"R. Bianor Alves de Andrade, 174 - Jardim Ipanema, Uberlândia - MG, 38406-174, Brasil",-18.8754397,-48.2170857,5.0,8.0,(34) 3231-3969,http://nntecnologia.net.br/,"electronics_store, store, point_of_interest, establishment",ChIJy1o59ANPpJQRRTr3gx4cDpU,https://maps.google.com/?cid=10740553078713825861,segunda-feira: 09:00 – 17:00 | terça-feira: 09:00 – 17:00 | quarta-feira: 09:00 – 17:00 | quinta-feira: 09:00 – 17:00 | sexta-feira: 09:00 – 17:00 | sábado: 09:00 – 15:00 | domingo: Fechado
Progelle Tecnologia e Desenvolvimento,"R. Claudemiro José de Souza, 1219 - Brasil, Uberlândia - MG, 38400-664, Brasil",-18.8900598,-48.2654744,2.0,1.0,(34) 99794-6435,,"point_of_interest, establishment",ChIJCfjYjMRFpJQRRufAMOouAjo,https://maps.google.com/?cid=4179954987528415046,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 08:00 – 12:00 | domingo: Fechado
Panice Tecnologia,"Av. João Naves de Ávila, 4825 - 2 Piso - Santa Mônica, Uberlândia - MG, 38408-680, Brasil",-18.9285823,-48.2453788,4.7,42.0,(34) 3292-7140,https://panice.com.br/,"point_of_interest, establishment",ChIJy34MAbxFpJQRf7yBShwVA8Y,https://maps.google.com/?cid=14268271255693147263,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 17:00 | sábado: Fechado | domingo: Fechado
Distak Tecnologia - Produtos & Serviços,"R. do Feirante, 10 - Planalto, Uberlândia - MG, 38413-153, Brasil",-18.9359122,-48.3067199,5.0,5.0,(34) 3257-3831,https://lojalocal.com/parceirocredenciadointelbras/11625248000164,"point_of_interest, establishment",ChIJz8QHrY9EpJQRYoFvnc8DKLg,https://maps.google.com/?cid=13269860492281610594,segunda-feira: 08:30 – 18:00 | terça-feira: 08:30 – 18:00 | quarta-feira: 08:30 – 18:00 | quinta-feira: 08:30 – 18:00 | sexta-feira: 08:30 – 18:00 | sábado: 08:30 – 12:00 | domingo: Fechado
OpenK Tecnologia,"Av. Athaídes de Deus Vieira, 69 - Tibery, Uberlândia - MG, 38405-150, Brasil",-18.9050188,-48.2586758,4.9,24.0,(34) 3238-2222,http://www.openk.com.br/,"point_of_interest, establishment",ChIJtUkqYZZFpJQR1GigCZOPQAc,https://maps.google.com/?cid=522575418459449556,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
RIVI Tecnologia,"R. Márciano de Ávila, 999 - Loja 1 - Bom Jesus, Uberlândia - MG, 38400-752, Brasil",-18.8987267,-48.2709402,5.0,11.0,(34) 99296-4489,https://www.rivitecnologia.com.br/,"electronics_store, store, point_of_interest, establishment",ChIJDQp4jdtFpJQROXoNr1hZ2Iw,https://maps.google.com/?cid=10148959997708302905,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 08:00 – 13:00 | domingo: Fechado
MWBR Tecnologia,"R. José Elias, 71 - Jardim Karaíba, Uberlândia - MG, 38405-167, Brasil",-18.9511887,-48.2699822,5.0,12.0,(34) 98872-3893,http://www.mwbrtecnologia.com.br/,"point_of_interest, establishment",ChIJJ7S9nGdFpJQRCwTvF4obsuk,https://maps.google.com/?cid=16839552236612682763,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: 09:00 – 12:00 | domingo: Fechado
MTI - Minas Tecnologia e Inovação,"Av. Anselmo Alves dos Santos, 1111 - Tibery, Uberlândia - MG, 38405-167, Brasil",-18.9092089,-48.2489656,4.8,114.0,,http://www.mti.work/,"point_of_interest, establishment",ChIJZ8CiI0ZFpJQRSa-QOscVDyk,https://maps.google.com/?cid=2958607425630941001,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Atendimento 24 horas | domingo: Atendimento 24 horas
StartUp Empresas,"Av. Sílvio Rugani, 708 - Loja 02 - Tubalina, Uberlândia - MG, 38412-026, Brasil",-18.9338717,-48.2969789,,,(34) 99861-3300,http://www.topamerica.com.br/,"point_of_interest, establishment",ChIJ6-yztiJFpJQRZKmbx_tKQms,https://maps.google.com/?cid=7728822355767306596,segunda-feira: 09:00 – 23:00 | terça-feira: 09:00 – 23:00 | quarta-feira: 09:00 – 23:00 | quinta-feira: 09:00 – 23:00 | sexta-feira: 09:00 – 23:00 | sábado: 09:00 – 23:00 | domingo: 09:00 – 23:00
Connect.AI Agência de Marketing,"R. Ingá, 269 - Morumbi, Uberlândia - MG, 38407-162, Brasil",-18.9236353,-48.1909996,5.0,3.0,(34) 99979-5425,https://connectai.my.canva.site/,"point_of_interest, establishment",ChIJQ8sJw4NPpJQRrxWqaiMKrQE,https://maps.google.com/?cid=120763912238536111,segunda-feira: 08:30 – 21:00 | terça-feira: 08:30 – 21:00 | quarta-feira: 08:30 – 19:00 | quinta-feira: 08:30 – 21:00 | sexta-feira: 08:30 – 21:00 | sábado: 08:30 – 11:59 | domingo: Fechado
New Bank,"Av. dos Vinhedos, 71 - Jardim Sul, Uberlândia - MG, 38411-848, Brasil",-18.9523777,-48.2716483,3.7,12.0,(34) 3217-0009,https://www.newbank.com.br/,"finance, point_of_interest, establishment",ChIJySGAjGxFpJQRDSrmGy8Gs2s,https://maps.google.com/?cid=7760553382290795021,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: 09:00 – 12:00 | domingo: Fechado
Players B2B,"R. Piauí, 1970 - Umuarama, Uberlândia - MG, 38405-276, Brasil",-18.8882794,-48.25444659999999,4.0,1.0,(34) 98406-5391,,"point_of_interest, establishment",ChIJL1RvqSZFpJQRF6uKFyydyIY,https://maps.google.com/?cid=9712185409123560215,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Zup I.T. Innovation,"Rua João Balbino 1164 - Sala 09 - CEP 38.408-262 - Santa Mônica, Uberlândia - MG, 38408-290, Brasil",-18.9242163,-48.2328356,4.8,141.0,,http://www.zup.com.br/,"point_of_interest, establishment",ChIJPyQEBDBFpJQRMTfdtPMmMco,https://maps.google.com/?cid=14569469097673570097,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Xinu Tech - SaaS e Inteligência Artificial,"Av. Maria Silva Garcia, 385 3º andar (Brain - Granja Marileusa, Uberlândia - MG, 38406-634, Brasil",-18.879801,-48.246384,5.0,1.0,(34) 99977-9663,http://xinu.tech/,"point_of_interest, establishment",ChIJq6r7w_9EpJQRK8K5zg_XCkU,https://maps.google.com/?cid=4975025201276895787,segunda-feira: 08:00 – 20:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: 09:00 – 14:00 | domingo: Fechado
Kanastra,"TORRE SUL - Av. dos Vinhedos, 71 - 8º ANDAR - Jardim Sul, Uberlândia - MG, 38411-848, Brasil",-18.9523777,-48.2716483,3.0,16.0,0800 887 1620,http://www.kanastra.com.br/,"finance, point_of_interest, establishment",ChIJafN-e7NFpJQRLBNsotySHoY,https://maps.google.com/?cid=9664323326699115308,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: Fechado | domingo: Fechado
eTI Solutions,"Av. João Pinheiro, 3505 - Brasil, Uberlândia - MG, 38400-715, Brasil",-18.8940259,-48.26167479999999,5.0,14.0,(34) 3223-5531,http://etisolutions.com.br/,"point_of_interest, establishment",ChIJpYkYqsFFpJQRUCdFuCQxU7s,https://maps.google.com/?cid=13498186541939631952,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
JP&F Consultoria de RH e Gestão de Pessoas,"Av. Cel. Teodolino Pereira Araújo, 1273 - Sala: 303 - 3º Andar - Centro, Araguari - MG, 38440-062, Brasil",-18.649583,-48.1927808,4.7,37.0,(34) 3241-6966,https://jpefconsultoria.com.br/,"point_of_interest, establishment",ChIJf0joxbcxpJQROvF6e9IoKok,https://maps.google.com/?cid=9883757216697872698,segunda-feira: 08:00 – 17:00 | terça-feira: 08:00 – 17:00 | quarta-feira: 08:00 – 17:00 | quinta-feira: 08:00 – 17:00 | sexta-feira: 08:00 – 17:00 | sábado: Fechado | domingo: Fechado
Sebrae Minas - Uberlândia,"R. Izaú Rangel de Mendonça, 20 - Santa Mônica, Uberlândia - MG, 38408-136, Brasil",-18.922322,-48.2623297,4.6,404.0,0800 570 0800,https://sebraemg.com.br/,"point_of_interest, establishment",ChIJ41VLQwxFpJQRU5N13m-EXHs,https://maps.google.com/?cid=8889125380531000147,segunda-feira: 08:30 – 17:00 | terça-feira: 08:30 – 17:00 | quarta-feira: 08:30 – 17:00 | quinta-feira: 08:30 – 17:00 | sexta-feira: 08:30 – 17:00 | sábado: Fechado | domingo: Fechado
Mentory Consulting,"R. Rio de Janeiro, 353 - Sala 308 - Brasil, Uberlândia - MG, 38400-658, Brasil",-18.8966526,-48.2604561,5.0,4.0,(34) 3237-1016,https://www.mentoryco.com/,"finance, point_of_interest, establishment",ChIJdfam9L9FpJQR0z5XghNrk5o,https://maps.google.com/?cid=11138364034952675027,segunda-feira: 09:30 – 17:30 | terça-feira: 09:30 – 17:30 | quarta-feira: 09:30 – 17:30 | quinta-feira: 09:30 – 17:30 | sexta-feira: 09:30 – 17:30 | sábado: Fechado | domingo: Fechado
Resultados de Negócios,"R. Santos Dumont, 1310 - Lídice, Uberlândia - MG, 38400-060 - Lídice, Uberlândia - MG, 38400-062, Brasil",-18.9269967,-48.2759662,5.0,1.0,(34) 99801-2525,https://resultadosdenegocios.com/,"point_of_interest, establishment",ChIJwR6jO_RFpJQRUhlK3mptgn4,https://maps.google.com/?cid=9115968901514664274,segunda-feira: 08:00 – 17:00 | terça-feira: 08:00 – 17:00 | quarta-feira: 08:00 – 17:00 | quinta-feira: 08:00 – 17:00 | sexta-feira: 08:00 – 17:00 | sábado: Fechado | domingo: Fechado
Cibus Fidelidade,"Av. João Naves de Ávila, 1331 - Anexo 45, Sala 614, Piso L6 - Tibery, Uberlândia - MG, 38402-324, Brasil",-18.9093886,-48.2603495,5.0,6.0,(11) 5178-4970,https://cibus.app.br/,"point_of_interest, establishment",ChIJzU-45OA2sJQR9KaRMsXFVdk,https://maps.google.com/?cid=15660640729998403316,segunda-feira: 08:00 – 17:00 | terça-feira: 08:00 – 17:00 | quarta-feira: 08:00 – 17:00 | quinta-feira: 08:00 – 17:00 | sexta-feira: 08:00 – 17:00 | sábado: Fechado | domingo: Fechado
Aimirim Soluções Tecnológicas Integradas,"R. São Judas Tadeu, 417 - Carajás, Uberlândia - MG, 38408-562, Brasil",-18.9313012,-48.2520447,5.0,11.0,(34) 3083-7739,http://aimirimsti.com.br/,"point_of_interest, establishment",ChIJL-fYIAtFpJQRfduSVn_6Lvg,https://maps.google.com/?cid=17883506595155073917,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
"TJ Consultoria Empresarial, Vendas e Marketing","Av. Rondon Pacheco, 1032 - Morada da Colina, Uberlândia - MG, 38411-001, Brasil",-18.9322689,-48.281675,5.0,9.0,(34) 99827-4009,https://tjempresarial.com.br/,"point_of_interest, establishment",ChIJ58ub0K1FpJQRk_ETWzuOhvw,https://maps.google.com/?cid=18196387730019316115,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Atendimento 24 horas | domingo: Atendimento 24 horas
JointBee Consultoria Empresarial LTDA,"Business - Av. Nicomedes Alves dos Santos, 3600 - Sala 129 - Gávea, Uberlândia - MG, 38411-106, Brasil",-18.9478194,-48.274663,5.0,2.0,(34) 99843-1997,http://www.jointbee.com/,"point_of_interest, establishment",ChIJYTWz7iZFpJQRGtgs7zvwcME,https://maps.google.com/?cid=13938904986918115354,segunda-feira: 09:00 – 17:00 | terça-feira: 09:00 – 17:00 | quarta-feira: 09:00 – 17:00 | quinta-feira: 09:00 – 17:00 | sexta-feira: 09:00 – 17:00 | sábado: Fechado | domingo: Fechado
ÁS Treinamento & Desenvolvimento,"Av. dos Vinhedos, 71 - Andar 7 - Distrito Sul, Uberlândia - MG, 38411-159, Brasil",-18.9523777,-48.2716483,,,(34) 99996-4488,https://astd.rds.land/treinamentoedesenvolvimento,"point_of_interest, establishment",ChIJmVAo7jhFpJQRHxEqnfDojSk,https://maps.google.com/?cid=2994305447397822751,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
"A&B Gestão, Consultoria e Desenvolvimento Empresarial","Rua Licydio Paes, 224 - Santa Mônica, Uberlândia - MG, 38408-254, Brasil",-18.9171176,-48.2343965,5.0,1.0,(34) 99774-6409,,"point_of_interest, establishment",ChIJDQ__OMlPpJQRZEYcjQ2-Me8,https://maps.google.com/?cid=17235766214334891620,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Biofy,"Av. Maria Silva Garcia, 385 - 1º andar - Granja Marileusa, Uberlândia - MG, 38406-634, Brasil",-18.8798131,-48.2462731,5.0,3.0,,https://biofy.tech/,"point_of_interest, establishment",ChIJU8MHwUVPpJQR-LNgXr_erLE,https://maps.google.com/?cid=12802852754210993144,segunda-feira: 08:00 – 17:00 | terça-feira: 08:00 – 17:00 | quarta-feira: 08:00 – 17:00 | quinta-feira: 08:00 – 17:00 | sexta-feira: 08:00 – 17:00 | sábado: Fechado | domingo: Fechado
Grupo adequar,"R. Duque de Caxias, 504 - sala 103 - Centro, Uberlândia - MG, 38400-142, Brasil",-18.9211706,-48.2767904,,,(34) 98841-3932,,"point_of_interest, establishment",ChIJMWpGzmpFpJQRQzIyl9Uepj4,https://maps.google.com/?cid=4514329579199017539,segunda-feira: 09:00 – 20:30 | terça-feira: 09:00 – 20:30 | quarta-feira: 09:00 – 20:30 | quinta-feira: 09:00 – 20:30 | sexta-feira: 09:00 – 20:30 | sábado: Fechado | domingo: Fechado
Uaismart - Desenvolvendo Negócios,"R. André Lopes García, 109 - Vigilato Pereira, Uberlândia - MG, 38408-438, Brasil",-18.9295183,-48.27370699999999,,,(34) 3236-3307,http://www.uaismart.com/,"point_of_interest, establishment",ChIJ177iahlFpJQR6ekWyCxg8D0,https://maps.google.com/?cid=4463172976175933929,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
KYSAN Assessoria Comercial e Pedagógica,"UBT - Uberlândia Business Tower - Tibery, Uberlândia - MG, 38400-766, Brasil",-18.904855,-48.261161,,,(34) 99634-1498,https://kysanassessoria.wixstudio.com/assessoriacomercial,"point_of_interest, establishment",ChIJvXliEeSU_0oRgVei0Hng81g,https://maps.google.com/?cid=6409713508474312577,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Atendimento 24 horas | domingo: Atendimento 24 horas
Hyperflow Global,"Ed UBT - Av. Rondon Pacheco, 4600 - 22° andar - Tibery, Uberlândia - MG, 38405-142, Brasil",-18.9083762,-48.2614683,5.0,11.0,(34) 98440-4559,https://hyperflow.global/,"point_of_interest, establishment",ChIJKePo1dRFpJQR9IrDpKU85RI,https://maps.google.com/?cid=1361561144480991988,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: Fechado | domingo: Fechado
Cardoso & Cardoso Consultoria Jurídica e Empresarial,"R. Rio de Janeiro, 353 - Brasil, Uberlândia - MG, 38400-658, Brasil",-18.8967121,-48.2604155,3.7,3.0,(34) 3236-4661,http://www.cardosocardosoconsultoria.com.br/,"point_of_interest, establishment",ChIJ5-PkT6pFpJQRdpPHJz6gu34,https://maps.google.com/?cid=9132068858239619958,
Xtrategie,"R. da Paz, 335 - Morada da Colina, Uberlândia - MG, 38411-016, Brasil",-18.9360937,-48.2773034,4.8,19.0,(34) 99871-3000,http://www.xtrategie.com.br/,"point_of_interest, establishment",ChIJPyQEBDBFpJQRamdIDOJHphM,https://maps.google.com/?cid=1415898169048852330,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
Chave7,"R. Rio Preto, 381 - SALA 03 - Vigilato Pereira, Uberlândia - MG, 38408-388, Brasil",-18.9268811,-48.2730594,5.0,4.0,(34) 99670-7787,https://chave7.com.br/,"point_of_interest, establishment",ChIJH5dENLlidyoRCPygpLpbeQU,https://maps.google.com/?cid=394447299555687432,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: 09:00 – 12:00 | domingo: Fechado
J2GC - Soluções Avançadas,"Av. Getúlio Vargas, 275 - Sala 611 - Centro, Uberlândia - MG, 38400-299, Brasil",-18.9172506,-48.28100420000001,,,(34) 99246-1120,,"point_of_interest, establishment",ChIJP5QIqXdFpJQRxpgF9oqn4d4,https://maps.google.com/?cid=16060301961454786758,segunda-feira: 09:00 – 17:30 | terça-feira: 09:00 – 17:30 | quarta-feira: 09:00 – 17:30 | quinta-feira: 09:00 – 17:30 | sexta-feira: 09:00 – 17:30 | sábado: Fechado | domingo: Fechado
Landix,"Av. Maria Silva Garcia, 575 - Granja Marileusa, Uberlândia - MG, 38406-634, Brasil",-18.8791826,-48.2479449,4.6,75.0,(11) 3631-7200,http://www.landix.com.br/,"point_of_interest, establishment",ChIJj9qAPGdFpJQRStFqK7eoqZQ,https://maps.google.com/?cid=10712278693338337610,segunda-feira: 08:00 – 18:00 | terça-feira: 08:00 – 18:00 | quarta-feira: 08:00 – 18:00 | quinta-feira: 08:00 – 18:00 | sexta-feira: 08:00 – 18:00 | sábado: Fechado | domingo: Fechado
NeoSpace,"R. José Elias, 71 - Jardim das Acácias, Uberlândia - MG, 38411-106, Brasil",-18.951285,-48.2697061,,,,https://www.neospace.ai/pt-br/,"point_of_interest, establishment",ChIJcVPibQBFpJQR8QtRE_YjPiM,https://maps.google.com/?cid=2539506779676543985,
Boomer | Marketing Digital,"R. Joaquim Saraiva, 40 - Gen. Osorio, Uberlândia - MG, 38408-343, Brasil",-18.9268388,-48.28423189999999,5.0,10.0,,http://www.boomer.com.br/,"point_of_interest, establishment",ChIJYe6ZWb1FpJQRwRBGoi_xi_s,https://maps.google.com/?cid=18125846312170950849,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Atendimento 24 horas | domingo: Atendimento 24 horas
Integração Ventures,"R. Rio Grande do Norte, 1096 - Umuarama, Uberlândia - MG, 38404-016, Brasil",-18.8854306,-48.261949,,,(34) 99979-7474,https://negociosintegracao.rds.land/integracao-ventures,"point_of_interest, establishment",ChIJh6wXdBJFpJQRqWe38YYLt5w,https://maps.google.com/?cid=11292507264863659945,segunda-feira: 09:00 – 18:00 | terça-feira: 09:00 – 18:00 | quarta-feira: 09:00 – 18:00 | quinta-feira: 09:00 – 18:00 | sexta-feira: 09:00 – 18:00 | sábado: Fechado | domingo: Fechado
OnConte - Contabilidade Online,"Av. dos Vinhedos, 71 - 1001 - Jardim Sul, Uberlândia - MG, 38411-848, Brasil",-18.9523777,-48.2716483,4.6,46.0,(34) 99876-3936,https://www.onconte.com.br/,"accounting, finance, point_of_interest, establishment",ChIJm0wpIfsvFC8R8KOdtC5EJ-A,https://maps.google.com/?cid=16151953555976987632,segunda-feira: Atendimento 24 horas | terça-feira: Atendimento 24 horas | quarta-feira: Atendimento 24 horas | quinta-feira: Atendimento 24 horas | sexta-feira: Atendimento 24 horas | sábado: Atendimento 24 horas | domingo: Atendimento 24 horas
